SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
278,"1386","1","Clikits","","2004","Jewelry Sample",,16,,,,,"https://images.brickset.com/sets/images/1386-1.jpg",25,22
1343,"3125","1","Explore","Imagination","2004","Preschool Playtable",,18,19.99,20,,,"https://images.brickset.com/sets/images/3125-1.jpg",42,36
1379,"3194","1","Clikits","","2004","Heart",,9,,,,,"https://images.brickset.com/sets/images/3194-1.jpg",49,23
1380,"3195","1","Clikits","","2004","Daisy",,9,,,,,"https://images.brickset.com/sets/images/3195-1.jpg",43,24
4624,"3196","1","Clikits","","2004","Star",,9,,,,,"https://images.brickset.com/sets/images/3196-1.jpg",31,24
1654,"3578","1","Sports","Hockey","2004","NHL Championship Challenge",8,374,29.99,40,,,"https://images.brickset.com/sets/images/3578-1.jpg",300,392
1655,"3579","1","Sports","Hockey","2004","NHL Street Hockey",2,114,12.99,20,,,"https://images.brickset.com/sets/images/3579-1.jpg",243,235
6564,"4033","1","Creator","Designer Set","2004","Car",,,,,,,10,73
6565,"4034","1","Creator","Designer Set","2004","Aeroplane",,,,,,,11,80
6566,"4035","1","Creator","Designer Set","2004","Boat",,,,,,,9,74
6567,"4036","1","Creator","Designer Set","2004","Space Plane",,,,,,,8,83
6568,"4037","1","Creator","Designer Set","2004","Helicopter",,9,,,,,"https://images.brickset.com/sets/images/4037-1.jpg",20,101
2065,"4296","1","Duplo","","2004","Green Duplo Strata",,139,,,,,"https://images.brickset.com/sets/images/4296-1.jpg",16,22
2073,"4308","1","Racers","Drome Racers","2004","Yellow Racer",,28,,,,,"https://images.brickset.com/sets/images/4308-1.jpg",301,134
2074,"4309","1","Racers","Drome Racers","2004","Blue Racer",,31,,1,,,"https://images.brickset.com/sets/images/4309-1.jpg",421,134
2075,"4310","1","Racers","Drome Racers","2004","Orange Racer",,24,,,,,"https://images.brickset.com/sets/images/4310-1.jpg",195,144
2076,"4335","1","Creator","X-Pod","2004","Black Robot Pod",,50,,3.5,,,"https://images.brickset.com/sets/images/4335-1.jpg",554,297
2084,"4346","1","Creator","X-Pod","2004","Robo Pod",,50,3.99,3.5,,,"https://images.brickset.com/sets/images/4346-1.jpg",1655,216
23129,"4346","2","Creator","X-Pod","2004","Robo Pod",,,,,,,33,50
2085,"4347","1","Creator","X-Pod","2004","Auto Pod",,39,3.99,3.5,,,"https://images.brickset.com/sets/images/4347-1.jpg",1620,179
23128,"4347","2","Creator","X-Pod","2004","Auto Pod",,,,,,,34,43
2086,"4348","1","Creator","X-Pod","2004","Aero Pod",,36,3.99,3.5,,,"https://images.brickset.com/sets/images/4348-1.jpg",1750,190
23126,"4348","2","Creator","X-Pod","2004","Aero Pod",,,,,,,30,44
2087,"4349","1","Creator","X-Pod","2004","Wild Pod",,44,3.99,3.5,,,"https://images.brickset.com/sets/images/4349-1.jpg",1624,184
23127,"4349","2","Creator","X-Pod","2004","Wild Pod",,,,,,,24,37
2098,"4406","1","Creator","","2004","Buildings",,506,24.99,30,,,"https://images.brickset.com/sets/images/4406-1.jpg",137,106
2099,"4407","1","Creator","","2004","Transportation",,301,14.99,20,,,"https://images.brickset.com/sets/images/4407-1.jpg",169,98
2100,"4408","1","Creator","","2004","Animals",,202,9.99,10,,,"https://images.brickset.com/sets/images/4408-1.jpg",151,97
2101,"4410","1","Creator","","2004","Build and Create",,500,9.99,,,,"https://images.brickset.com/sets/images/4410-1.jpg",164,63
2102,"4411","1","Creator","","2004","Blue Strata XXL",,1200,,,,,"https://images.brickset.com/sets/images/4411-1.jpg",144,95
2103,"4412","1","Creator","","2004","Olympia Bucket",,200,,,,,"https://images.brickset.com/sets/images/4412-1.jpg",49,69
4973,"4414","1","Creator","","2004","Creator Half Tub Blue",,500,9.99,,,,"https://images.brickset.com/sets/images/4414-1.jpg",33,56
2105,"4425","1","Creator","","2004","Better Building More Fun",,2000,,,,,"https://images.brickset.com/sets/images/4425-1.jpg",54,99
2153,"4492","1","Star Wars","Mini Building Set","2004","Star Destroyer",,87,6.99,7,,,"https://images.brickset.com/sets/images/4492-1.jpg",4226,1415
2154,"4493","1","Star Wars","Mini Building Set","2004","Sith Infiltrator",,55,6.99,7,,,"https://images.brickset.com/sets/images/4493-1.jpg",2751,1217
2155,"4494","1","Star Wars","Mini Building Set","2004","Imperial Shuttle",,82,6.99,7,,,"https://images.brickset.com/sets/images/4494-1.jpg",3718,1418
2156,"4495","1","Star Wars","Mini Building Set","2004","AT-TE",,63,6.99,7,,,"https://images.brickset.com/sets/images/4495-1.jpg",2687,1305
2157,"4496","1","Creator","","2004","Fun with Building Tub",,1000,19.99,20,,,"https://images.brickset.com/sets/images/4496-1.jpg",449,77
2158,"4497","1","Creator","","2004","Pretend and Create",,1000,29.99,20,,,"https://images.brickset.com/sets/images/4497-1.jpg",118,73
2160,"4500","1","Star Wars","Episode V","2004","Rebel Snowspeeder",3,214,19.99,20,,,"https://images.brickset.com/sets/images/4500-1.jpg",5360,2277
2161,"4501","1","Star Wars","Episode IV","2004","Mos Eisley Cantina",5,193,27.99,30,,,"https://images.brickset.com/sets/images/4501-1.jpg",4017,3151
2162,"4502","1","Star Wars","Episode V","2004","X-wing Fighter",3,563,49.99,50,,,"https://images.brickset.com/sets/images/4502-1.jpg",4450,3088
2163,"4504","1","Star Wars","Episode V","2004","Millennium Falcon",5,985,99.99,100,,,"https://images.brickset.com/sets/images/4504-1.jpg",4546,2874
2164,"4505","1","Creator","Designer Set","2004","Sea Machines",,168,5.99,7,,,"https://images.brickset.com/sets/images/4505-1.jpg",610,247
2165,"4506","1","Creator","Designer Set","2004","Deep Sea Predators",,352,14.99,20,,,"https://images.brickset.com/sets/images/4506-1.jpg",972,490
2166,"4507","1","Creator","Designer Set","2004","Prehistoric Creatures",,726,24.99,30,,,"https://images.brickset.com/sets/images/4507-1.jpg",1471,540
2167,"4508","1","Creator","Designer Set","2004","Titan XP",,784,34.99,50,,,"https://images.brickset.com/sets/images/4508-1.jpg",816,529
2168,"4509","1","Gear","Furniture","2004","3-Seat Playtable",,,,249.99,,,"https://images.brickset.com/sets/images/4509-1.jpg",24,76
2174,"4518","1","Creator","","2004","Creator Value Pack",,800,,,,,"https://images.brickset.com/sets/images/4518-1.jpg",66,78
2188,"4538","1","Creator","","2004","Special Edition Tub",,200,,,,,"https://images.brickset.com/sets/images/4538-1.jpg",76,57
2209,"4562","1","Creator","","2004","Creator Box",,400,,6,,,"https://images.brickset.com/sets/images/4562-1.jpg",77,56
2271,"4666","1","4 Juniors","City","2004","Speedy Police Car",1,24,3.99,5,,,"https://images.brickset.com/sets/images/4666-1.jpg",348,101
2272,"4667","1","4 Juniors","City","2004","Loadin' Digger",1,29,6.99,8,,,"https://images.brickset.com/sets/images/4667-1.jpg",354,111
2273,"4668","1","4 Juniors","City","2004","Outrigger Construction Crane",2,61,14.99,13,,,"https://images.brickset.com/sets/images/4668-1.jpg",204,119
2274,"4669","1","4 Juniors","City","2004","Turbo-Charged Police Boat",2,52,14.99,20,,,"https://images.brickset.com/sets/images/4669-1.jpg",365,138
2275,"4676","1","Gear","Key Chains/Miscellaneous","2004","Police Key Chain",,,,5,,,"https://images.brickset.com/sets/images/4676-1.jpg",52,74
2276,"4677","1","Gear","Key Chains/Miscellaneous","2004","Name Letter Pack",,,,2,,,"https://images.brickset.com/sets/images/4677-1.jpg",138,136
2277,"4678","1","Gear","Photo frames","2004","Picture Holder",1,,,5,,,"https://images.brickset.com/sets/images/4678-1.jpg",74,81
2278,"4679","2","Creator","","2004","Bricks and Creations",,1531,,20,,,116,64
2279,"4680","1","Duplo","LEGO Ville","2004","Traffic Patrol",1,3,2.99,3,,,"https://images.brickset.com/sets/images/4680-1.jpg",162,30
2280,"4681","1","Duplo","LEGO Ville","2004","Fire Truck",2,18,14.99,13,,,"https://images.brickset.com/sets/images/4681-1.jpg",156,42
2281,"4683","1","Duplo","LEGO Ville","2004","Pony and Cart",1,5,3.99,4.99,,,"https://images.brickset.com/sets/images/4683-1.jpg",120,35
2282,"4684","1","Duplo","LEGO Ville","2004","Pick-Up Truck",1,4,4.99,5,,,"https://images.brickset.com/sets/images/4684-1.jpg",108,26
2283,"4685","1","Duplo","LEGO Ville","2004","Fork Lift",1,10,7.99,8,,,"https://images.brickset.com/sets/images/4685-1.jpg",125,52
2284,"4686","1","Duplo","LEGO Ville","2004","Little Farm",2,50,19.99,20,,,"https://images.brickset.com/sets/images/4686-1.jpg",85,24
2285,"4687","1","Duplo","LEGO Ville","2004","Tractor-Trailer",1,8,7.99,12.99,,,"https://images.brickset.com/sets/images/4687-1.jpg",262,36
