SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
22438,"1166","1","Duplo","","2003","Stack-n-Learn Gift Item",2,42,,,,,5,10
277,"1385","1","Clikits","","2003","Clikits Bracelet",,13,1.49,,,,"https://images.brickset.com/sets/images/1385-1.jpg",45,30
311,"1431","1","Bionicle","Bohrok Va","2003","Tahnok Va",,27,,,,,"https://images.brickset.com/sets/images/1431-1.jpg",521,347
312,"1432","1","Bionicle","Bohrok Va","2003","Nuhvok Va",,26,,,,,"https://images.brickset.com/sets/images/1432-1.jpg",532,348
313,"1433","1","Bionicle","Bohrok Va","2003","Gahlok Va",,26,,,,,"https://images.brickset.com/sets/images/1433-1.jpg",517,320
314,"1434","1","Bionicle","Bohrok Va","2003","Lehvak Va",,25,,,,,"https://images.brickset.com/sets/images/1434-1.jpg",528,326
315,"1441","1","Bionicle","Rahi","2003","Fikou",,13,,,,,"https://images.brickset.com/sets/images/1441-1.jpg",434,490
23647,"1729","2","Gear","Pens","2003","Luke Skywalker pen",,,,,,,"https://images.brickset.com/sets/images/1729-2.jpg",12,36
23648,"1730","2","Gear","Pens","2003","Paploo pen",,,,,,,"https://images.brickset.com/sets/images/1730-2.jpg",10,32
23649,"1731","2","Gear","Pens","2003","Storm Trooper pen",,,,,,,"https://images.brickset.com/sets/images/1731-2.jpg",10,37
23650,"1732","2","Gear","Pens","2003","Obi-Wan Kenobi pen",,,,,,,"https://images.brickset.com/sets/images/1732-2.jpg",11,31
23651,"1733","2","Gear","Pens","2003","Tusken Raider pen",,,,,,,"https://images.brickset.com/sets/images/1733-2.jpg",10,33
23652,"1734","2","Gear","Pens","2003","Yoda pen",,,,,,,"https://images.brickset.com/sets/images/1734-2.jpg",21,37
1397,"3223","1","Creator","Designer Set","2003","Little Fish",,43,,,,,"https://images.brickset.com/sets/images/3223-1.jpg",239,198
1435,"3284","1","Explore","Bob the Builder","2003","Bob's Busy Day",1,9,4.99,5,,,"https://images.brickset.com/sets/images/3284-1.jpg",27,23
1436,"3285","1","Explore","Bob the Builder","2003","Wendy in the Office",1,9,4.99,5,,,"https://images.brickset.com/sets/images/3285-1.jpg",45,26
1437,"3286","1","Explore","Bob the Builder","2003","Spud and Bird",1,9,4.99,5,,,"https://images.brickset.com/sets/images/3286-1.jpg",38,26
1438,"3287","1","Bionicle","Warriors","2003","Takutanuva",,399,,,,,"https://images.brickset.com/sets/images/3287-1.jpg",521,630
1489,"3380","1","Adventurers","Orient Expedition","2003","Johnny Thunder",1,6,,,,,"https://images.brickset.com/sets/images/3380-1.jpg",143,399
1490,"3381","1","Adventurers","Orient Expedition","2003","Sam Sinister",1,5,,,,,"https://images.brickset.com/sets/images/3381-1.jpg",190,403
1491,"3382","1","Adventurers","Orient Expedition","2003","China Girl",1,4,,,,,"https://images.brickset.com/sets/images/3382-1.jpg",187,428
1492,"3383","1","World City","Trains","2003","Chef",1,6,,,,,"https://images.brickset.com/sets/images/3383-1.jpg",120,470
1493,"3384","1","World City","Trains","2003","Construction Worker",1,4,,,,,"https://images.brickset.com/sets/images/3384-1.jpg",102,413
1494,"3385","1","World City","Trains","2003","Train Conductor",1,6,,,,,"https://images.brickset.com/sets/images/3385-1.jpg",106,419
1495,"3386","1","Island Xtreme Stunts","","2003","Pepper",1,4,,,,,"https://images.brickset.com/sets/images/3386-1.jpg",135,248
1496,"3387","1","Island Xtreme Stunts","","2003","Brickster",1,4,,,,,"https://images.brickset.com/sets/images/3387-1.jpg",122,228
1497,"3388","1","Island Xtreme Stunts","","2003","Beach Dude",1,4,,,,,"https://images.brickset.com/sets/images/3388-1.jpg",124,233
1498,"3389","1","Sports","Gravity Games","2003","Skater Boy",1,5,,,,,"https://images.brickset.com/sets/images/3389-1.jpg",86,255
1499,"3390","1","Sports","Basketball","2003","Street Basket",1,5,,,,,"https://images.brickset.com/sets/images/3390-1.jpg",73,214
1500,"3391","1","Alpha Team","Mission Deep Sea","2003","Dash the Diver",1,8,,,,,"https://images.brickset.com/sets/images/3391-1.jpg",96,286
9428,"3420","2","Sports","Football","2003","Championship Challenge II (Bayern Munich FC Edition)",12,389,,,,,12,66
9430,"3422","2","Sports","Football","2003","Shoot 'n' Save (Bayern Munich FC Edition)",2,110,,,,,11,59
1528,"3427","1","Sports","Basketball","2003","NBA Slam Dunk",1,53,4.99,8,,,"https://images.brickset.com/sets/images/3427-1.jpg",676,180
1529,"3428","1","Sports","Basketball","2003","One vs One Action",2,39,7.99,10,,,"https://images.brickset.com/sets/images/3428-1.jpg",473,169
1530,"3429","1","Sports","Basketball","2003","Ultimate Defense",2,82,9.99,15,,,"https://images.brickset.com/sets/images/3429-1.jpg",472,164
1531,"3430","1","Sports","Basketball","2003","Spin & Shoot",2,71,9.99,,,,"https://images.brickset.com/sets/images/3430-1.jpg",280,162
1532,"3431","1","Sports","Basketball","2003","Street Ball 2 vs 2",4,186,14.99,20,,,"https://images.brickset.com/sets/images/3431-1.jpg",971,237
1533,"3432","1","Sports","Basketball","2003","NBA Challenge",10,451,39.99,50,,,"https://images.brickset.com/sets/images/3432-1.jpg",812,241
1534,"3433","1","Sports","Basketball","2003","The Ultimate NBA Arena",10,491,69.99,80,,,"https://images.brickset.com/sets/images/3433-1.jpg",503,368
1538,"3440","1","Sports","Basketball","2003","NBA Jam Session Co-Pack",2,70,,20,,,"https://images.brickset.com/sets/images/3440-1.jpg",135,156
1600,"3500","1","Sports","Basketball","2003","Kobe Bryant",1,4,,,,,"https://images.brickset.com/sets/images/3500-1.jpg",92,241
1610,"3511","1","Explore","Imagination","2003","Funny Crocodile",,16,8.99,10,,,"https://images.brickset.com/sets/images/3511-1.jpg",48,18
1611,"3512","1","Explore","Imagination","2003","Funny Giraffe",,21,7.99,10,,,"https://images.brickset.com/sets/images/3512-1.jpg",48,17
1612,"3513","1","Explore","Imagination","2003","Funny Lion",,23,8.99,10,,,"https://images.brickset.com/sets/images/3513-1.jpg",32,16
1613,"3514","1","Explore","Imagination","2003","Rhino and Lion",,30,12.99,15,,,"https://images.brickset.com/sets/images/3514-1.jpg",37,20
1614,"3515","1","Explore","Imagination","2003","African Adventures",,52,19.99,20,,,"https://images.brickset.com/sets/images/3515-1.jpg",26,21
1615,"3517","1","Explore","Imagination","2003","Blue Deer",,10,2.99,3.5,,,"https://images.brickset.com/sets/images/3517-1.jpg",19,17
1616,"3518","1","Explore","Imagination","2003","Yellow Duck",,11,2.99,3.5,,,"https://images.brickset.com/sets/images/3518-1.jpg",17,15
1617,"3519","1","Explore","Imagination","2003","Green Parrot",,10,2.99,3.5,,,"https://images.brickset.com/sets/images/3519-1.jpg",14,16
1620,"3529","1","Sports","Basketball","2003","Pau Gasol",1,4,,,,,"https://images.brickset.com/sets/images/3529-1.jpg",95,189
1621,"3530","1","Sports","Basketball","2003","Tony Parker",1,4,,,,,"https://images.brickset.com/sets/images/3530-1.jpg",69,189
1624,"3535","1","Sports","Gravity Games","2003","Skateboard Street Park",1,69,7.99,10,,,"https://images.brickset.com/sets/images/3535-1.jpg",669,329
1625,"3536","1","Sports","Gravity Games","2003","Snowboard Big Air Comp",1,82,9.99,15,,,"https://images.brickset.com/sets/images/3536-1.jpg",532,356
1626,"3537","1","Sports","Gravity Games","2003","Skateboard Vert Park Challenge",2,88,14.99,20,,,"https://images.brickset.com/sets/images/3537-1.jpg",524,352
1627,"3538","1","Sports","Gravity Games","2003","Snowboard Boarder Cross Race",2,195,19.99,30,,,"https://images.brickset.com/sets/images/3538-1.jpg",665,414
1628,"3540","1","Sports","Hockey","2003","Puck Passer",,44,4.99,8,,,"https://images.brickset.com/sets/images/3540-1.jpg",440,89
1629,"3541","1","Sports","Hockey","2003","Slap Shot",,45,4.99,8,,,"https://images.brickset.com/sets/images/3541-1.jpg",471,83
1630,"3542","1","Sports","Hockey","2003","Flip Shot",,46,4.99,8,,,"https://images.brickset.com/sets/images/3542-1.jpg",438,92
1631,"3543","1","Sports","Hockey","2003","Slammer Goalie",,45,4.99,8,,,"https://images.brickset.com/sets/images/3543-1.jpg",444,89
1632,"3544","1","Sports","Hockey","2003","Game Set",,154,14.99,15,,,"https://images.brickset.com/sets/images/3544-1.jpg",260,93
1633,"3545","1","Sports","Hockey","2003","Puck Feeder",,152,14.99,,,,"https://images.brickset.com/sets/images/3545-1.jpg",229,89
1634,"3548","1","Sports","Basketball","2003","Slam Dunk Trainer",1,19,1.99,4,,,"https://images.brickset.com/sets/images/3548-1.jpg",488,156
1635,"3549","1","Sports","Basketball","2003","Practice Shooting",1,17,1.99,4,,,"https://images.brickset.com/sets/images/3549-1.jpg",625,145
1637,"3550","1","Sports","Basketball","2003","Jump and Shoot",1,17,1.99,4,,,"https://images.brickset.com/sets/images/3550-1.jpg",484,143
1642,"3557","1","Sports","Hockey","2003","Blue Player and Goal",,33,1.99,4,,,"https://images.brickset.com/sets/images/3557-1.jpg",265,75
1643,"3558","1","Sports","Hockey","2003","Red Player and Goal",,33,1.99,4,,,"https://images.brickset.com/sets/images/3558-1.jpg",241,71
1644,"3559","1","Sports","Hockey","2003","Red and Blue Player",,40,1.99,4,,,"https://images.brickset.com/sets/images/3559-1.jpg",202,71
1645,"3560","1","Sports","Basketball","2003","NBA Collectors # 1",3,12,4.99,8,,,"https://images.brickset.com/sets/images/3560-1.jpg",498,202
1646,"3561","1","Sports","Basketball","2003","NBA Collectors # 2",3,12,4.99,8,,,"https://images.brickset.com/sets/images/3561-1.jpg",619,227
1647,"3562","1","Sports","Basketball","2003","NBA Collectors # 3",3,13,4.99,8,,,"https://images.brickset.com/sets/images/3562-1.jpg",527,207
1648,"3563","1","Sports","Basketball","2003","NBA Collectors # 4",3,12,4.99,8,,,"https://images.brickset.com/sets/images/3563-1.jpg",561,206
1649,"3564","1","Sports","Basketball","2003","NBA Collectors # 5",3,12,4.99,8,,,"https://images.brickset.com/sets/images/3564-1.jpg",510,198
1650,"3565","1","Sports","Basketball","2003","NBA Collectors # 6",3,12,4.99,8,,,"https://images.brickset.com/sets/images/3565-1.jpg",464,202
1651,"3566","1","Sports","Basketball","2003","NBA Collectors # 7",3,12,4.99,8,,,"https://images.brickset.com/sets/images/3566-1.jpg",468,205
1652,"3567","1","Sports","Basketball","2003","NBA Collectors # 8",3,12,4.99,8,,,"https://images.brickset.com/sets/images/3567-1.jpg",412,204
1658,"3584","1","Sports","Basketball","2003","Rapid Return",1,47,5.49,8,,,"https://images.brickset.com/sets/images/3584-1.jpg",264,169
1659,"3585","1","Sports","Gravity Games","2003","Snowboard Super Pipe",2,227,39.99,50,,,"https://images.brickset.com/sets/images/3585-1.jpg",276,373
1660,"3586","1","Explore","Logic","2003","Stunt Plane",1,9,5.99,6,,,"https://images.brickset.com/sets/images/3586-1.jpg",28,24
1661,"3587","1","Explore","Logic","2003","Mini Dozer",1,15,9.99,10,,,"https://images.brickset.com/sets/images/3587-1.jpg",28,24
1662,"3588","1","Explore","Logic","2003","Heavy Truck",1,18,14.99,15,,,"https://images.brickset.com/sets/images/3588-1.jpg",33,25
1663,"3589","1","Explore","Logic","2003","Chopper",1,22,24.99,20,,,"https://images.brickset.com/sets/images/3589-1.jpg",44,27
1664,"3590","1","Explore","Logic","2003","Drill",1,24,24.99,20,,,"https://images.brickset.com/sets/images/3590-1.jpg",66,20
1717,"3655","1","Explore","Together","2003","Fire Action",2,11,9.99,,,,"https://images.brickset.com/sets/images/3655-1.jpg",22,22
1718,"3656","1","Explore","Together","2003","Police Action",4,32,24.99,40,,,"https://images.brickset.com/sets/images/3656-1.jpg",33,24
1719,"3657","1","Explore","Together","2003","Fire Fighters",4,35,37.99,40,,,"https://images.brickset.com/sets/images/3657-1.jpg",23,24
1744,"3696","1","Explore","Together","2003","Tow-Me Truck",1,5,5.99,7,,,"https://images.brickset.com/sets/images/3696-1.jpg",16,16
1745,"3697","1","Explore","Together","2003","Fearless Fire Fighter",1,5,5.99,7,,,"https://images.brickset.com/sets/images/3697-1.jpg",29,18
1746,"3698","1","Explore","Together","2003","Friendly Police Car",1,4,5.99,7,,,"https://images.brickset.com/sets/images/3698-1.jpg",38,17
1747,"3699","1","Explore","Together","2003","Happy Constructor",1,9,8.99,10,,,"https://images.brickset.com/sets/images/3699-1.jpg",19,16
1748,"3700","1","Explore","Together","2003","Emergency Vehicles Set",3,9,14.99,,,,"https://images.brickset.com/sets/images/3700-1.jpg",15,15
1874,"4013","1","Creator","","2003","Create and Imagine",,1000,27.99,,,,"https://images.brickset.com/sets/images/4013-1.jpg",58,68
1875,"4014","1","Creator","","2003","Creator Exclusive",,500,,,,,"https://images.brickset.com/sets/images/4014-1.jpg",62,80
1884,"4023","1","Creator","","2003","Fun and Adventure",1,55,3.49,4,,,"https://images.brickset.com/sets/images/4023-1.jpg",119,67
1885,"4024","1","Creator","Seasonal","2003","Advent Calendar",,344,14.99,15,,,"https://images.brickset.com/sets/images/4024-1.jpg",279,178
1887,"4026","1","Creator","","2003","Create Your Dreams",,100,3.99,3.5,,,"https://images.brickset.com/sets/images/4026-1.jpg",255,60
1888,"4027","1","Creator","","2003","Build and Imagine",,100,3.99,3.5,,,"https://images.brickset.com/sets/images/4027-1.jpg",179,57
1889,"4028","1","Creator","","2003","World of Bricks",,500,9.99,10,,,"https://images.brickset.com/sets/images/4028-1.jpg",207,72
1890,"4029","1","Creator","","2003","Build with Bricks Bucket",,500,14.99,10,,,"https://images.brickset.com/sets/images/4029-1.jpg",194,60
1893,"4032","1","World City","Special","2003","Holiday Jet (LEGO Air Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-1.jpg",230,596
9007,"4032","2","World City","Special","2003","Holiday Jet (SAS Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-2.jpg",49,153
9008,"4032","3","World City","Special","2003","Holiday Jet (EL AL Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-3.jpg",27,122
9009,"4032","4","World City","Special","2003","Holiday Jet (Iberia Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-4.jpg",14,123
9010,"4032","5","World City","Special","2003","Holiday Jet (JAL Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-5.jpg",24,121
9011,"4032","6","World City","Special","2003","Holiday Jet (Lauda Air Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-6.jpg",10,123
9012,"4032","7","World City","Special","2003","Holiday Jet (ANA Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-7.jpg",14,129
9013,"4032","8","World City","Special","2003","Holiday Jet (SWISS Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-8.jpg",41,118
9014,"4032","9","World City","Special","2003","Holiday Jet (Snowflake Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-9.jpg",13,132
9015,"4032","10","World City","Special","2003","Holiday Jet (Austrian Air Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-10.jpg",16,124
9016,"4032","11","World City","Special","2003","Holiday Jet (KLM Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-11.jpg",24,145
9017,"4032","12","World City","Special","2003","Holiday Jet (Malaysian Air Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-12.jpg",14,127
9018,"4032","13","World City","Special","2003","Holiday Jet (Aeroflot Version)",3,151,,,,,"https://images.brickset.com/sets/images/4032-13.jpg",13,136
1894,"4039","1","Explore","Imagination","2003","LEGO EXPLORE Exclusive",,90,,,,,"https://images.brickset.com/sets/images/4039-1.jpg",7,20
1900,"4047","1","Creator","Designer Set","2003","Ultimate Wheels",,514,,30,,,"https://images.brickset.com/sets/images/4047-1.jpg",115,178
1901,"4048","1","Creator","Designer Set","2003","Mechs",,554,,30,,,"https://images.brickset.com/sets/images/4048-1.jpg",327,301
1938,"4090","1","Creator","Inventor Set","2003","Motion Madness",,244,12.99,15,,,"https://images.brickset.com/sets/images/4090-1.jpg",605,208
1939,"4093","1","Creator","Inventor Set","2003","Wild Wind-Up",,320,19.99,25,,,"https://images.brickset.com/sets/images/4093-1.jpg",588,219
1940,"4094","1","Creator","Inventor Set","2003","Motor Movers",,255,24.99,40,,,"https://images.brickset.com/sets/images/4094-1.jpg",756,225
1941,"4095","1","Creator","Inventor Set","2003","Record and Play",,345,39.99,50,,,"https://images.brickset.com/sets/images/4095-1.jpg",409,196
1942,"4096","1","Creator","Designer Set","2003","Micro Wheels",,215,9.99,10,,,"https://images.brickset.com/sets/images/4096-1.jpg",875,174
1943,"4097","1","Creator","Designer Set","2003","Mini Robots",,229,9.99,10,,,"https://images.brickset.com/sets/images/4097-1.jpg",958,217
1944,"4098","1","Creator","Designer Set","2003","High Flyers",,197,9.99,10,,,"https://images.brickset.com/sets/images/4098-1.jpg",770,187
1945,"4099","1","Creator","Designer Set","2003","Robobots",,325,14.99,20,,,"https://images.brickset.com/sets/images/4099-1.jpg",858,223
1947,"4100","1","Creator","Designer Set","2003","Maximum Wheels",,299,14.99,20,,,"https://images.brickset.com/sets/images/4100-1.jpg",730,182
1948,"4101","1","Creator","Designer Set","2003","Wild Collection",,492,24.99,30,,,"https://images.brickset.com/sets/images/4101-1.jpg",980,278
2060,"4278","1","Creator","","2003","Large Tub",,1000,29.99,,,,"https://images.brickset.com/sets/images/4278-1.jpg",147,60
2061,"4279","1","Creator","","2003","Creator Strata Red",,1000,29.99,,,,"https://images.brickset.com/sets/images/4279-1.jpg",91,58
