SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
9140,"630","3","Bricks and More","Accessories","2011","Brick Separator, Orange",,1,1.99,2.49,2.99,2.49,"https://images.brickset.com/sets/images/630-3.jpg",3930,231
9141,"2011","2","Miscellaneous","Employee gift","2011","LEGO Duck",,91,,,,,"https://images.brickset.com/sets/images/2011-2.jpg",254,379
8269,"2063","1","HERO Factory","","2011","Stormer 2.0",,31,7.99,7.99,10.99,,"https://images.brickset.com/sets/images/2063-1.jpg",1306,322
8270,"2065","1","HERO Factory","","2011","Furno 2.0",,30,7.99,7.99,10.99,,"https://images.brickset.com/sets/images/2065-1.jpg",1233,311
8271,"2067","1","HERO Factory","","2011","Evo 2.0",,31,7.99,7.99,10.99,,"https://images.brickset.com/sets/images/2067-1.jpg",1292,332
8272,"2068","1","HERO Factory","","2011","Nex 2.0",,31,7.99,7.99,10.99,,"https://images.brickset.com/sets/images/2068-1.jpg",1217,302
8283,"2111","1","Ninjago","Spinners","2011","Kai",1,19,7.49,9.99,12.99,,"https://images.brickset.com/sets/images/2111-1.jpg",1949,614
8284,"2112","1","Ninjago","Spinners","2011","Cole",1,19,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2112-1.jpg",1490,603
8285,"2113","1","Ninjago","Spinners","2011","Zane",1,19,7.49,9.99,,,"https://images.brickset.com/sets/images/2113-1.jpg",1660,631
8286,"2114","1","Ninjago","Spinners","2011","Chopov",1,20,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2114-1.jpg",1388,543
8287,"2115","1","Ninjago","Spinners","2011","Bonezai",1,21,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2115-1.jpg",1585,544
8288,"2116","1","Ninjago","Spinners","2011","Krazi",1,22,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2116-1.jpg",1397,546
8507,"2141","1","HERO Factory","","2011","Surge 2.0",,30,7.99,7.99,10.99,,"https://images.brickset.com/sets/images/2141-1.jpg",1210,293
8273,"2142","1","HERO Factory","","2011","Breez 2.0",,29,7.99,7.99,10.99,,"https://images.brickset.com/sets/images/2142-1.jpg",1103,309
8518,"2143","1","HERO Factory","","2011","Rocka 3.0",,30,7.99,7.99,10.99,9.99,"https://images.brickset.com/sets/images/2143-1.jpg",1185,312
8519,"2144","1","HERO Factory","","2011","Nex 3.0",,29,7.99,7.99,10.99,9.99,"https://images.brickset.com/sets/images/2144-1.jpg",966,310
8520,"2145","1","HERO Factory","","2011","Stormer 3.0",,31,7.99,7.99,10.99,9.99,"https://images.brickset.com/sets/images/2145-1.jpg",1038,356
8289,"2170","1","Ninjago","Spinners","2011","Cole DX",1,21,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2170-1.jpg",1564,562
8290,"2171","1","Ninjago","Spinners","2011","Zane DX",1,22,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2171-1.jpg",1427,577
8291,"2172","1","Ninjago","Spinners","2011","Nya",1,21,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2172-1.jpg",1479,621
8292,"2173","1","Ninjago","Spinners","2011","Nuckal",1,26,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2173-1.jpg",1147,561
8521,"2174","1","Ninjago","Spinners","2011","Kruncha",1,24,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2174-1.jpg",1557,505
8522,"2175","1","Ninjago","Spinners","2011","Wyplash",1,23,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2175-1.jpg",1620,512
8523,"2182","1","HERO Factory","","2011","Bulk 3.0",,30,7.99,7.99,10.99,9.99,"https://images.brickset.com/sets/images/2182-1.jpg",970,363
8524,"2183","1","HERO Factory","","2011","Stringer 3.0",,30,7.99,7.99,10.99,9.99,"https://images.brickset.com/sets/images/2183-1.jpg",970,346
8525,"2191","1","HERO Factory","","2011","Furno 3.0",,28,7.99,7.99,10.99,9.99,"https://images.brickset.com/sets/images/2191-1.jpg",1014,348
8274,"2192","1","HERO Factory","","2011","Drilldozer",,61,9.99,12.99,17.99,,"https://images.brickset.com/sets/images/2192-1.jpg",913,387
8275,"2193","1","HERO Factory","","2011","Jetbug",,63,9.99,12.99,17.99,,"https://images.brickset.com/sets/images/2193-1.jpg",973,332
8276,"2194","1","HERO Factory","","2011","Nitroblast",,57,9.99,12.99,17.99,,"https://images.brickset.com/sets/images/2194-1.jpg",860,355
8526,"2231","1","HERO Factory","","2011","Waspix",,48,9.99,12.99,17.99,12.99,"https://images.brickset.com/sets/images/2231-1.jpg",884,369
8527,"2232","1","HERO Factory","","2011","Raw-Jaw",,52,9.99,12.99,17.99,12.99,"https://images.brickset.com/sets/images/2232-1.jpg",913,417
8528,"2233","1","HERO Factory","","2011","Fangz",,55,9.99,12.99,17.99,12.99,"https://images.brickset.com/sets/images/2233-1.jpg",870,393
8277,"2235","1","HERO Factory","","2011","Fire Lord",,125,17.99,19.99,24.99,,"https://images.brickset.com/sets/images/2235-1.jpg",946,399
8529,"2236","1","HERO Factory","","2011","Scorpio",,104,17.99,24.99,29.99,19.99,"https://images.brickset.com/sets/images/2236-1.jpg",728,433
8530,"2254","1","Ninjago","Spinners","2011","Mountain Shrine",2,169,14.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/2254-1.jpg",1821,962
8531,"2255","1","Ninjago","Spinners","2011","Sensei Wu",1,20,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2255-1.jpg",2201,604
8532,"2256","1","Ninjago","Spinners","2011","Lord Garmadon",1,23,7.49,9.99,12.99,9.99,"https://images.brickset.com/sets/images/2256-1.jpg",1850,627
8293,"2257","1","Ninjago","Spinners","2011","Spinjitzu Starter Set",2,57,12.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/2257-1.jpg",2450,485
8294,"2258","1","Ninjago","Pilot Season","2011","Ninja Ambush",2,71,6.49,6.99,9.99,6.99,"https://images.brickset.com/sets/images/2258-1.jpg",4903,711
8295,"2259","1","Ninjago","Pilot Season","2011","Skull Motorbike",2,157,13.99,14.99,19.99,14.99,"https://images.brickset.com/sets/images/2259-1.jpg",3482,813
8296,"2260","1","Ninjago","Pilot Season","2011","Ice Dragon Attack",2,158,19.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/2260-1.jpg",4160,1154
8297,"2263","1","Ninjago","Pilot Season","2011","Turbo Shredder",3,298,26.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/2263-1.jpg",1976,899
8533,"2282","1","HERO Factory","","2011","Rocka XL",,174,21.99,24.99,29.99,24.99,"https://images.brickset.com/sets/images/2282-1.jpg",812,441
8534,"2283","1","HERO Factory","","2011","Witch Doctor",,331,25.99,29.99,39.99,34.99,"https://images.brickset.com/sets/images/2283-1.jpg",1082,469
8298,"2504","1","Ninjago","Spinners","2011","Spinjitzu Dojo",3,373,30.99,49.99,64.99,39.99,"https://images.brickset.com/sets/images/2504-1.jpg",2542,1198
8299,"2505","1","Ninjago","Pilot Season","2011","Garmadon's Dark Fortress",6,518,49.99,69.99,89.99,69.99,"https://images.brickset.com/sets/images/2505-1.jpg",1668,1226
8535,"2506","1","Ninjago","Pilot Season","2011","Skull Truck",4,515,45.99,59.99,79.99,59.99,"https://images.brickset.com/sets/images/2506-1.jpg",1599,982
8536,"2507","1","Ninjago","Pilot Season","2011","Fire Temple",7,1180,91.99,119.99,154.99,119.99,"https://images.brickset.com/sets/images/2507-1.jpg",2705,1862
8537,"2508","1","Ninjago","Pilot Season","2011","Blacksmith Shop",2,189,14.99,19.99,24.99,19.99,"https://images.brickset.com/sets/images/2508-1.jpg",1606,1065
8538,"2509","1","Ninjago","Pilot Season","2011","Earth Dragon Defense",2,225,30.99,34.99,44.99,34.99,"https://images.brickset.com/sets/images/2509-1.jpg",1823,1471
8300,"2516","1","Ninjago","Pilot Season","2011","Ninja Training Outpost",1,45,3.99,4.99,6.99,4.99,"https://images.brickset.com/sets/images/2516-1.jpg",5411,707
8466,"2518","1","Ninjago","Spinners","2011","Nuckal's ATV",2,174,19.99,24.99,29.99,24.99,"https://images.brickset.com/sets/images/2518-1.jpg",1239,794
8301,"2519","1","Ninjago","Spinners","2011","Skeleton Bowling",7,371,26.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/2519-1.jpg",1383,904
8467,"2520","1","Ninjago","Spinners","2011","Ninjago Battle Arena",2,463,35.99,49.99,64.99,49.99,"https://images.brickset.com/sets/images/2520-1.jpg",847,842
8539,"2521","1","Ninjago","Spinners","2011","Lightning Dragon Battle",4,645,61.99,79.99,99.99,79.99,"https://images.brickset.com/sets/images/2521-1.jpg",1005,1475
8239,"3365","1","City","Space","2011","Space Moon Buggy",1,37,3.99,4.99,6.99,4.99,"https://images.brickset.com/sets/images/3365-1.jpg",8224,1185
8240,"3366","1","City","Space","2011","Satellite Launch Pad",1,165,13.99,19.99,24.99,16.99,"https://images.brickset.com/sets/images/3366-1.jpg",5059,1373
8241,"3367","1","City","Space","2011","Space Shuttle",1,231,26.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/3367-1.jpg",5927,1907
8242,"3368","1","City","Space","2011","Space Centre",4,494,49.99,69.99,89.99,59.99,"https://images.brickset.com/sets/images/3368-1.jpg",4035,2229
8462,"3648","1","City","Police","2011","Police Chase",3,173,18.99,24.99,29.99,24.99,"https://images.brickset.com/sets/images/3648-1.jpg",2413,1666
8243,"3658","1","City","Police","2011","Police Helicopter",4,237,26.99,34.99,44.99,34.99,"https://images.brickset.com/sets/images/3658-1.jpg",1978,1474
8461,"3661","1","City","Police","2011","Bank & Money Transfer",4,405,41.99,49.99,64.99,49.99,"https://images.brickset.com/sets/images/3661-1.jpg",4834,2679
8709,"3677","1","City","Trains","2011","Red Cargo Train",4,831,139.99,159.99,219.99,149.99,"https://images.brickset.com/sets/images/3677-1.jpg",3177,2508
8540,"3815","1","SpongeBob SquarePants","","2011","Heroic Heroes of the Deep",3,95,13.99,14.99,19.99,19.99,"https://images.brickset.com/sets/images/3815-1.jpg",2416,650
8541,"3816","1","SpongeBob SquarePants","","2011","Glove World",4,169,18.99,19.99,29.99,26.99,"https://images.brickset.com/sets/images/3816-1.jpg",2284,615
8282,"3852","1","Games","","2011","Sunblock",,80,7.99,9.99,12.99,9.99,"https://images.brickset.com/sets/images/3852-1.jpg",884,267
8281,"3853","1","Games","","2011","Banana Balance",,49,7.99,4.99,12.99,9.99,"https://images.brickset.com/sets/images/3853-1.jpg",1493,374
8280,"3854","1","Games","","2011","Frog Rush",,107,9.99,14.99,19.99,12.99,"https://images.brickset.com/sets/images/3854-1.jpg",1158,324
8279,"3855","1","Games","","2011","Ramses Return",5,99,9.99,7.49,19.99,12.99,"https://images.brickset.com/sets/images/3855-1.jpg",975,348
8278,"3856","1","Games","","2011","Ninjago: The Board Game",10,245,17.99,24.99,29.99,24.99,"https://images.brickset.com/sets/images/3856-1.jpg",1207,483
8710,"3857","1","Games","Heroica","2011","Draida Bay",8,101,9.99,14.99,19.99,12.99,"https://images.brickset.com/sets/images/3857-1.jpg",1813,387
8711,"3858","1","Games","Heroica","2011","Waldurk Forest",7,225,14.99,19.99,26.99,19.99,"https://images.brickset.com/sets/images/3858-1.jpg",1839,413
8712,"3859","1","Games","Heroica","2011","Caverns of Nathuz",7,217,14.99,19.99,26.99,19.99,"https://images.brickset.com/sets/images/3859-1.jpg",1740,408
8713,"3860","1","Games","Heroica","2011","Castle Fortaan",15,304,19.99,29.99,39.99,29.99,"https://images.brickset.com/sets/images/3860-1.jpg",2223,405
8714,"3861","1","Games","","2011","LEGO Champion",8,216,24.99,19.99,44.99,34.99,"https://images.brickset.com/sets/images/3861-1.jpg",664,280
8468,"4181","1","Pirates of the Caribbean","The Curse of the Black Pearl","2011","Isla de la Muerta",4,152,19.99,19.99,24.99,26.99,"https://images.brickset.com/sets/images/4181-1.jpg",4980,1484
8469,"4182","1","Pirates of the Caribbean","Dead Man's Chest","2011","The Cannibal Escape",4,279,26.99,29.99,39.99,39.99,"https://images.brickset.com/sets/images/4182-1.jpg",3560,1454
8470,"4183","1","Pirates of the Caribbean","Dead Man's Chest","2011","The Mill",4,365,40.99,39.99,49.99,49.99,"https://images.brickset.com/sets/images/4183-1.jpg",3600,1595
8542,"4184","1","Pirates of the Caribbean","","2011","The Black Pearl",6,804,84.99,99.99,129.99,99.99,"https://images.brickset.com/sets/images/4184-1.jpg",5590,3820
8471,"4191","1","Pirates of the Caribbean","On Stranger Tides","2011","Captain's Cabin",3,94,10.49,11.99,14.99,14.99,"https://images.brickset.com/sets/images/4191-1.jpg",6384,1336
