SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy
142,"1100","1","Town","Special","2001","Sky Pirates",2,109,,17,,,"https://images.brickset.com/sets/images/1100-1.jpg",95,378
188,"1195","1","Space","Life On Mars","2001","Alien Encounter",2,42,,,,,"https://images.brickset.com/sets/images/1195-1.jpg",730,341
22439,"1201","2","Duplo","","2001","Chicken Run",,,,,,,7,19
193,"1202","1","Racers","Xalax","2001","Single Racers Figure Pack",,1,,,,,"https://images.brickset.com/sets/images/1202-1.jpg",22,94
196,"1237","1","Technic","","2001","Asimo Robot",,56,,,,,"https://images.brickset.com/sets/images/1237-1.jpg",106,357
22440,"1238","1","Duplo","","2001","Medium Bucket",,,,,,,4,10
197,"1239","1","Racers","Xalax","2001","Subzero",,4,,,,,"https://images.brickset.com/sets/images/1239-1.jpg",209,149
254,"1351","1","Studios","","2001","Movie Backdrop Studio",3,211,,60,,,"https://images.brickset.com/sets/images/1351-1.jpg",437,468
255,"1352","1","Studios","","2001","Explosion Studio",4,233,24.99,35,,,"https://images.brickset.com/sets/images/1352-1.jpg",893,546
256,"1353","1","Studios","","2001","Car Stunt Studio",2,166,14.99,20,,,"https://images.brickset.com/sets/images/1353-1.jpg",606,425
257,"1354","1","Studios","","2001","Dino Head Attack",2,94,,10,,,"https://images.brickset.com/sets/images/1354-1.jpg",1085,418
258,"1355","1","Studios","","2001","Temple of Gloom",2,58,,7,,,"https://images.brickset.com/sets/images/1355-1.jpg",1152,443
259,"1356","1","Studios","","2001","Stuntman Catapult",2,29,2.99,4,,,"https://images.brickset.com/sets/images/1356-1.jpg",1494,385
260,"1357","1","Studios","","2001","Cameraman",1,21,1.99,2,,,"https://images.brickset.com/sets/images/1357-1.jpg",1484,448
262,"1360","1","Studios","","2001","Director's Copter",1,22,,3,,,"https://images.brickset.com/sets/images/1360-1.jpg",500,359
263,"1361","1","Studios","","2001","Camera Car",1,20,,3,,,"https://images.brickset.com/sets/images/1361-1.jpg",489,369
264,"1362","1","Studios","","2001","Air Boat",1,24,,3,,,"https://images.brickset.com/sets/images/1362-1.jpg",381,317
265,"1363","1","Studios","","2001","Stunt Go-Cart",1,25,,3,,,"https://images.brickset.com/sets/images/1363-1.jpg",352,330
267,"1370","1","Studios","Jurassic Park III","2001","Raptor Rumble",3,157,14.99,20,,,"https://images.brickset.com/sets/images/1370-1.jpg",781,554
268,"1371","1","Studios","Jurassic Park III","2001","Spinosaurus Attack",2,155,24.99,35,,,"https://images.brickset.com/sets/images/1371-1.jpg",810,597
279,"1388","1","Bionicle","Matoran","2001","Huki",,8,,2,,,"https://images.brickset.com/sets/images/1388-1.jpg",1298,595
280,"1389","1","Bionicle","Matoran","2001","Onepu",,8,,2,,,"https://images.brickset.com/sets/images/1389-1.jpg",1213,631
281,"1390","1","Bionicle","Matoran","2001","Maku",,8,,2,,,"https://images.brickset.com/sets/images/1390-1.jpg",1188,577
282,"1391","1","Bionicle","Matoran","2001","Jala",,8,,2,,,"https://images.brickset.com/sets/images/1391-1.jpg",1379,611
283,"1392","1","Bionicle","Matoran","2001","Kongu",,8,,2,,,"https://images.brickset.com/sets/images/1392-1.jpg",1313,604
284,"1393","1","Bionicle","Matoran","2001","Matoro",,8,,2,,,"https://images.brickset.com/sets/images/1393-1.jpg",1305,583
286,"1403","1","Duplo","","2001","Racing Leopard",1,2,2.99,3,,,"https://images.brickset.com/sets/images/1403-1.jpg",51,18
287,"1404","1","Duplo","","2001","Racing Tiger",1,2,2.99,3,,,"https://images.brickset.com/sets/images/1404-1.jpg",76,16
288,"1405","1","Duplo","","2001","Racing Lion",1,2,2.99,3,,,"https://images.brickset.com/sets/images/1405-1.jpg",58,17
289,"1406","1","Duplo","","2001","Nursing the Baby",1,5,2.99,,,,"https://images.brickset.com/sets/images/1406-1.jpg",55,18
290,"1407","1","Duplo","","2001","Cooking with Mummy",1,6,2.99,,,,"https://images.brickset.com/sets/images/1407-1.jpg",47,18
291,"1408","1","Duplo","","2001","Walking the dog with Daddy",1,4,2.99,,,,"https://images.brickset.com/sets/images/1408-1.jpg",47,19
292,"1411","1","Studios","","2001","Pirates Treasure Hunt",4,31,,0,,,"https://images.brickset.com/sets/images/1411-1.jpg",369,475
293,"1413","1","Space","Life On Mars","2001","Rover",1,29,,,,,"https://images.brickset.com/sets/images/1413-1.jpg",273,233
294,"1414","1","Space","Life On Mars","2001","Double Hover",1,21,,,,,"https://images.brickset.com/sets/images/1414-1.jpg",338,250
295,"1415","1","Space","Life On Mars","2001","Jet Scooter",1,24,,,,,"https://images.brickset.com/sets/images/1415-1.jpg",163,253
296,"1416","1","Space","Life On Mars","2001","Worker Robot",1,30,,,,,"https://images.brickset.com/sets/images/1416-1.jpg",183,248
297,"1417","1","Bionicle","Turaga","2001","Vakama",,28,,,,,"https://images.brickset.com/sets/images/1417-1.jpg",886,364
298,"1418","1","Bionicle","Turaga","2001","Matau",,25,,,,,"https://images.brickset.com/sets/images/1418-1.jpg",711,386
299,"1419","1","Bionicle","Turaga","2001","Nokama",,27,,,,,"https://images.brickset.com/sets/images/1419-1.jpg",694,382
300,"1420","1","Bionicle","Turaga","2001","Nuju",,29,,,,,"https://images.brickset.com/sets/images/1420-1.jpg",674,406
301,"1421","1","Studios","","2001","Director's Copter",1,22,,,,,"https://images.brickset.com/sets/images/1421-1.jpg",57,220
302,"1422","1","Studios","","2001","Camera Cart",1,20,,,,,"https://images.brickset.com/sets/images/1422-1.jpg",58,226
303,"1423","1","Studios","","2001","Air Boat",1,24,,,,,"https://images.brickset.com/sets/images/1423-1.jpg",61,204
304,"1424","1","Studios","","2001","Stunt Go-Kart",1,25,,,,,"https://images.brickset.com/sets/images/1424-1.jpg",55,197
22441,"1452","1","Baby","","2001","Flower",,1,,,,,8,16
22442,"1453","1","Baby","","2001","Butterfly",,,,,,,5,15
22443,"1454","1","Baby","","2001","Stack-n-Learn",,3,,,,,"https://images.brickset.com/sets/images/1454-1.jpg",16,23
323,"1456","1","Baby","","2001","Squirt Frog",,1,3.99,,,,26,19
326,"1457","1","Baby","","2001","Caterpillar",,3,6.99,8,,,"https://images.brickset.com/sets/images/1457-1.jpg",80,27
387,"1528","2","Gear","Pens","2001","Pen Baseball",,,,,,,"https://images.brickset.com/sets/images/1528-2.jpg",23,36
388,"1529","1","Gear","Pens","2001","Pen Basketball",,,,,,,"https://images.brickset.com/sets/images/1529-1.jpg",18,38
389,"1530","1","Gear","Pens","2001","Pen Football",,,,,,,"https://images.brickset.com/sets/images/1530-1.jpg",23,36
390,"1532","1","Gear","Pens","2001","Pen Aquazone",,,,,,,"https://images.brickset.com/sets/images/1532-1.jpg",13,42
391,"1533","1","Gear","Pens","2001","Pen Mini Figure Faces",,,,,,,"https://images.brickset.com/sets/images/1533-1.jpg",24,45
392,"1534","1","Gear","Pens","2001","Pen Legoland",,,,,,,"https://images.brickset.com/sets/images/1534-1.jpg",13,46
393,"1535","1","Gear","Pens","2001","Pen Knights' Kingdom",,,,,,,"https://images.brickset.com/sets/images/1535-1.jpg",13,40
394,"1537","1","Gear","Pens","2001","Pen Dream Star",,,,,,,"https://images.brickset.com/sets/images/1537-1.jpg",11,33
395,"1538","1","Gear","Pens","2001","Pen Safari",,,,,,,"https://images.brickset.com/sets/images/1538-1.jpg",13,30
396,"1539","1","Gear","Pens","2001","Pen Classic II",,,,,,,"https://images.brickset.com/sets/images/1539-1.jpg",31,33
515,"1701","2","Gear","Pens","2001","Pen Pack Gali",,,,,,,"https://images.brickset.com/sets/images/1701-2.jpg",22,87
517,"1702","2","Gear","Pens","2001","Pen Pack Kopaka",,,,,,,"https://images.brickset.com/sets/images/1702-2.jpg",28,89
518,"1703","1","Gear","Pens","2001","Pen Pack Lewa",,,,,,,"https://images.brickset.com/sets/images/1703-1.jpg",29,88
520,"1704","2","Gear","Pens","2001","Pen Pack Onua",,,,,,,"https://images.brickset.com/sets/images/1704-2.jpg",21,88
521,"1705","1","Gear","Pens","2001","Pen Pack Pohatu",,,,,,,"https://images.brickset.com/sets/images/1705-1.jpg",26,91
522,"1706","1","Gear","Pens","2001","Pen Pack Tahu",,,,,,,"https://images.brickset.com/sets/images/1706-1.jpg",29,96
523,"1708","1","Gear","Pens","2001","Limited Edition Pen",,,,,,,"https://images.brickset.com/sets/images/1708-1.jpg",24,74
731,"2032","2","Gear","Pens","2001","Pen Pack Space Port",,,,,,,"https://images.brickset.com/sets/images/2032-2.jpg",9,33
1059,"2718","1","Town","Special","2001","Aircraft and Ground Crew",3,142,,,,,"https://images.brickset.com/sets/images/2718-1.jpg",94,388
22444,"2863","1","Duplo","","2001","Box of Bricks",,100,,,,,4,10
27025,"2878","2","Seasonal","Christmas","2001"," Santa Claus Mos Burger Gift Box- Hawaiian Shirt Santa",,,,,,,4,13
27026,"2878","3","Seasonal","Christmas","2001"," Santa Claus Mos Burger Gift Box - Tuxedo Santa",,,,,,,4,13
27027,"2878","4","Seasonal","Christmas","2001"," Santa Claus Mos Burger Gift Box - Soccer Santa",,,,,,,4,15
27028,"2878","5","Seasonal","Christmas","2001"," Santa Claus Mos Burger Gift Box - King and Queen Santa",,,,,,,5,13
1179,"2927","1","Duplo","","2001","Not known",,,,,,,"https://images.brickset.com/sets/images/2927-1.jpg",4,20
1191,"2946","1","Action Wheelers","","2001","MyBot Expansion Kit",1,14,12.99,13,,,"https://images.brickset.com/sets/images/2946-1.jpg",36,58
1192,"2947","1","Action Wheelers","","2001","Speedbike",1,13,14.99,15,,,"https://images.brickset.com/sets/images/2947-1.jpg",45,61
1193,"2949","1","Action Wheelers","","2001","Remote Control Dozer",1,21,39.99,35,,,"https://images.brickset.com/sets/images/2949-1.jpg",55,69
1195,"2951","1","Duplo","Dolls","2001","Lisa",2,4,6.99,10,,,"https://images.brickset.com/sets/images/2951-1.jpg",33,25
1196,"2952","1","Duplo","Dolls","2001","Marie",2,6,7.99,10,,,"https://images.brickset.com/sets/images/2952-1.jpg",23,26
1197,"2953","1","Duplo","Dolls","2001","Anna",2,4,7.99,10,,,"https://images.brickset.com/sets/images/2953-1.jpg",25,25
1198,"2954","1","Duplo","Dolls","2001","Picnic",,14,9.99,15,,,"https://images.brickset.com/sets/images/2954-1.jpg",21,21
1199,"2955","1","Duplo","Dolls","2001","Sarah",2,32,29.99,30,,,"https://images.brickset.com/sets/images/2955-1.jpg",25,24
1202,"2961","1","Duplo","Dolls","2001","Bedroom",,20,12.99,20,,,"https://images.brickset.com/sets/images/2961-1.jpg",22,28
1210,"2971","1","Duplo","","2001","Action Policebike",1,5,3.99,3,,,"https://images.brickset.com/sets/images/2971-1.jpg",67,17
1211,"2973","1","Baby","","2001","Musical Apple",,1,6.99,8,,,"https://images.brickset.com/sets/images/2973-1.jpg",47,22
1212,"2974","1","Baby","","2001","Play Train",1,6,8.99,10,,,"https://images.brickset.com/sets/images/2974-1.jpg",63,26
1213,"2975","1","Duplo","Winnie the Pooh","2001","Bouncing with Tigger",1,11,,,,,"https://images.brickset.com/sets/images/2975-1.jpg",34,40
1214,"2976","1","Duplo","Winnie the Pooh","2001","Acorn Adventure with Piglet",1,11,,,,,"https://images.brickset.com/sets/images/2976-1.jpg",42,37
1215,"2977","1","Duplo","Winnie the Pooh","2001","Eeyore and the Little Raincloud",1,9,,,,,"https://images.brickset.com/sets/images/2977-1.jpg",44,37
1216,"2979","1","Duplo","Winnie the Pooh","2001","Build and Play in the Pop-Up 100 Acre Wood",1,13,,,,,"https://images.brickset.com/sets/images/2979-1.jpg",31,36
1226,"2991","1","Duplo","Winnie the Pooh","2001","Pooh and the Honeybees",1,11,,,,,"https://images.brickset.com/sets/images/2991-1.jpg",64,39
1227,"2993","1","Duplo","Winnie the Pooh","2001","Surprise Birthday Party for Eeyore",3,25,,,,,"https://images.brickset.com/sets/images/2993-1.jpg",28,53
1304,"3083","1","Duplo","","2001","Flying Action",2,9,9.99,10,,,"https://images.brickset.com/sets/images/3083-1.jpg",44,17
1305,"3085","1","Duplo","","2001","Race Action",4,46,29.99,20,,,"https://images.brickset.com/sets/images/3085-1.jpg",41,25
1306,"3087","1","Duplo","","2001","Circus Princess",1,7,3.99,4,,,"https://images.brickset.com/sets/images/3087-1.jpg",18,16
1307,"3088","1","Duplo","","2001","Growing Garden",1,19,9.99,10,,,"https://images.brickset.com/sets/images/3088-1.jpg",24,21
1308,"3089","1","Duplo","","2001","Adventure Trip",2,29,17.99,15,,,"https://images.brickset.com/sets/images/3089-1.jpg",21,19
1310,"3090","1","Duplo","","2001","Forest Picnic",4,24,17.99,15,,,"https://images.brickset.com/sets/images/3090-1.jpg",14,16
1311,"3091","1","Duplo","","2001","Big Gas Truck",1,3,4.99,4,,,"https://images.brickset.com/sets/images/3091-1.jpg",58,21
1312,"3092","1","Duplo","","2001","Friendly Farm",1,10,9.99,10,,,"https://images.brickset.com/sets/images/3092-1.jpg",43,13
1313,"3093","1","Duplo","","2001","Fun Playground",4,24,17.99,20,,,"https://images.brickset.com/sets/images/3093-1.jpg",28,23
1314,"3095","1","Duplo","","2001","Wildlife Park",3,32,49.99,40,,,"https://images.brickset.com/sets/images/3095-1.jpg",23,38
1339,"3121","1","Scala","","2001","Summer Day Out",1,20,5.99,8,,,"https://images.brickset.com/sets/images/3121-1.jpg",49,26
1340,"3122","1","Scala","","2001","1-2-3 ... Marie",1,17,9.99,15,,,"https://images.brickset.com/sets/images/3122-1.jpg",24,24
1341,"3123","1","Scala","","2001","Emma's Chill-Out Kitchen",1,58,14.99,20,,,"https://images.brickset.com/sets/images/3123-1.jpg",17,24
1342,"3124","1","Scala","","2001","Indie's Stable",,95,39.99,50,,,"https://images.brickset.com/sets/images/3124-1.jpg",31,28
26031,"3126","1","Duplo","","2001","Green Bucket",1,40,,,,,"https://images.brickset.com/sets/images/3126-1.jpg",4,6
1372,"3160","1","Baby","","2001","Play Plane",1,1,3.99,,,,"https://images.brickset.com/sets/images/3160-1.jpg",56,26
1373,"3161","1","Baby","","2001","Soft Stacking Hen",,5,12.99,10,,,"https://images.brickset.com/sets/images/3161-1.jpg",26,18
1374,"3162","1","Baby","","2001","Take Along Friend",1,1,2.99,,,,"https://images.brickset.com/sets/images/3162-1.jpg",26,22
1375,"3169","1","Baby","","2001","Crib and Mirror Adventure",,2,12.99,,,,"https://images.brickset.com/sets/images/3169-1.jpg",23,18
1376,"3170","1","Baby","","2001","Light and Sound Stacker",,10,14.99,15,,,"https://images.brickset.com/sets/images/3170-1.jpg",31,20
1377,"3172","1","Baby","","2001","Soft Frog Rattle",,1,2.99,,,,"https://images.brickset.com/sets/images/3172-1.jpg",34,21
1378,"3173","1","Baby","","2001","Caterpillar Teether",,1,3.99,7,,,"https://images.brickset.com/sets/images/3173-1.jpg",26,19
1393,"3212","1","Baby","","2001","Star Teether",,1,2.99,,,,"https://images.brickset.com/sets/images/3212-1.jpg",54,24
1402,"3235","1","Baby","","2001","Soft Ladybird and Bee",,1,,,,,"https://images.brickset.com/sets/images/3235-1.jpg",25,18
1403,"3236","1","Baby","","2001","Roll 'n' Play",,1,4.99,,,,"https://images.brickset.com/sets/images/3236-1.jpg",43,18
1404,"3237","1","Baby","","2001","Stacking Tower",,5,6.99,,,,"https://images.brickset.com/sets/images/3237-1.jpg",37,18
1405,"3238","1","Baby","","2001","Shape and Colour Sorter",,9,12.99,,,,"https://images.brickset.com/sets/images/3238-1.jpg",44,21
1417,"3263","1","Duplo","Zooters","2001","Goozle",,10,6.99,10,,,"https://images.brickset.com/sets/images/3263-1.jpg",50,24
1418,"3264","1","Duplo","Zooters","2001","Tez",,9,6.99,10,,,"https://images.brickset.com/sets/images/3264-1.jpg",69,23
1419,"3265","1","Duplo","Zooters","2001","Wazo",,6,12.99,12,,,"https://images.brickset.com/sets/images/3265-1.jpg",33,25
1420,"3266","1","Duplo","","2001","Tubes",,58,17.99,15,,,"https://images.brickset.com/sets/images/3266-1.jpg",40,29
1421,"3267","1","Duplo","","2001","Brick Runner",,25,12.99,10,,,"https://images.brickset.com/sets/images/3267-1.jpg",31,16
1423,"3271","1","Duplo","Bob the Builder","2001","Bob's Workshop",1,10,5.99,6,,,"https://images.brickset.com/sets/images/3271-1.jpg",106,28
1424,"3272","1","Duplo","Bob the Builder","2001","Scoop on the Road",,21,9.99,10,,,"https://images.brickset.com/sets/images/3272-1.jpg",259,40
1425,"3273","1","Duplo","Bob the Builder","2001","Bob, Lofty and the Mice",1,18,14.99,15,,,"https://images.brickset.com/sets/images/3273-1.jpg",270,40
1426,"3274","1","Duplo","Bob the Builder","2001","Bob and Muck Repair the Barn",1,35,17.99,,,,"https://images.brickset.com/sets/images/3274-1.jpg",135,36
1427,"3275","1","Duplo","Bob the Builder","2001","Bob's Big Building Box",1,51,19.99,20,,,"https://images.brickset.com/sets/images/3275-1.jpg",85,33
1428,"3276","1","Duplo","Bob the Builder","2001","Muck and Scoop",2,52,29.99,30,,,"https://images.brickset.com/sets/images/3276-1.jpg",97,36
1517,"3415","1","Sports","Football","2001","Japanese Soccer Team",,,,,,,"https://images.brickset.com/sets/images/3415-1.jpg",37,140
1518,"3416","1","Sports","Football","2001","Women's Team",6,62,,9.95,,,"https://images.brickset.com/sets/images/3416-1.jpg",381,160
1519,"3418","1","Sports","Football","2001","Point Shooting",1,24,,,,,"https://images.brickset.com/sets/images/3418-1.jpg",223,115
1520,"3419","1","Sports","Football","2001","Precision Shooting",1,24,,,,,"https://images.brickset.com/sets/images/3419-1.jpg",238,119
1549,"3451","1","Advanced Models","Aircraft","2001","Sopwith Camel",,574,39.99,50,,,"https://images.brickset.com/sets/images/3451-1.jpg",1658,1002
1607,"3507","1","Bulk Bricks","","2001","1x4x3 Wall Element Clear",,25,,8,,,"https://images.brickset.com/sets/images/3507-1.jpg",77,71
1608,"3508","1","Bulk Bricks","","2001","1x4x5 Black Window with Transparent Light Blue Pane",,20,,9,,,"https://images.brickset.com/sets/images/3508-1.jpg",63,77
1770,"3724","1","Advanced Models","Sculptures","2001","LEGO Dragon",,1530,,99,,,"https://images.brickset.com/sets/images/3724-1.jpg",293,1070
1786,"3740","1","Trains","9 V","2001","Small Locomotive",,67,9.75,15,,,"https://images.brickset.com/sets/images/3740-1.jpg",449,424
1787,"3741","1","Trains","9 V","2001","Large Locomotive",,92,12.99,20,,,"https://images.brickset.com/sets/images/3741-1.jpg",568,505
1788,"3742","1","Trains","9 V","2001","Tender",,39,6.99,11,,,"https://images.brickset.com/sets/images/3742-1.jpg",600,449
1789,"3743","1","Trains","9 V","2001","Locomotive Blue Bricks",,106,3.99,7,,,"https://images.brickset.com/sets/images/3743-1.jpg",177,186
1790,"3744","1","Trains","9 V","2001","Locomotive Green Bricks",,106,3.99,7,,,"https://images.brickset.com/sets/images/3744-1.jpg",235,188
1791,"3745","1","Trains","9 V","2001","Locomotive Black Bricks",,106,3.99,7,,,"https://images.brickset.com/sets/images/3745-1.jpg",192,187
1792,"3746","1","Trains","9 V","2001","Locomotive Brown Bricks",,106,3.99,7,,,"https://images.brickset.com/sets/images/3746-1.jpg",150,184
1793,"3747","1","Trains","9 V","2001","Locomotive Dark Grey Bricks",,106,3.99,7,,,"https://images.brickset.com/sets/images/3747-1.jpg",149,189
1794,"3748","1","Trains","9 V","2001","Light Unit for Train",,4,6.99,10,,,"https://images.brickset.com/sets/images/3748-1.jpg",261,346
1796,"3750","1","Bulk Bricks","Space","2001","Life On Mars Accessories",,48,,4.99,,,"https://images.brickset.com/sets/images/3750-1.jpg",101,128
1797,"3751","1","Bulk Bricks","","2001","1x2 Brown Bricks",,100,,6,,,"https://images.brickset.com/sets/images/3751-1.jpg",52,64
1798,"3752","1","Bulk Bricks","","2001","1x6 Brown Bricks",,50,,7,,,"https://images.brickset.com/sets/images/3752-1.jpg",41,63
1799,"3753","1","Bulk Bricks","","2001","2x2 Brown Bricks",,100,,7,,,"https://images.brickset.com/sets/images/3753-1.jpg",36,55
1800,"3754","1","Bulk Bricks","","2001","2x4 Brown Bricks",,50,,7,,,"https://images.brickset.com/sets/images/3754-1.jpg",47,55
1801,"3755","1","Bulk Bricks","","2001","2x4 Roof Tiles Steep Sloped Brown",,50,,8,,,"https://images.brickset.com/sets/images/3755-1.jpg",51,57
1802,"3756","1","Bulk Bricks","","2001","2x4 Ridge Roof Tiles Steep Sloped Brown",,25,,5,,,"https://images.brickset.com/sets/images/3756-1.jpg",45,55
1826,"3800","1","Mindstorms","1.5","2001","Ultimate Builders Set",,321,49.99,60,,,"https://images.brickset.com/sets/images/3800-1.jpg",330,158
1829,"3804","1","Mindstorms","2.0","2001","Robotics Invention System V2.0",,717,159.99,200,,,"https://images.brickset.com/sets/images/3804-1.jpg",997,140
